STATIONID,Taxa ID,Count
20210112-1240-tdaley,Polycentropus,4
20210112-1240-tdaley,Stenacron,2
20210112-1240-tdaley,Gomphidae,1
20210112-1240-tdaley,Diplectrona,1
20210112-1240-tdaley,Eurylophella,6
20210112-1240-tdaley,Oemopteryx,1
20210112-1240-tdaley,Limnophila,5
20210112-1240-tdaley,Chironomidae,40
20210112-1245-jeremmille,Optioservus,6
20210112-1245-jeremmille,Antocha,2
20210112-1245-jeremmille,Acroneuria,1
20210112-1245-jeremmille,Maccaffertium,4
20210112-1245-jeremmille,Suwallia,1
20210112-1245-jeremmille,Prosimulium,12
20210112-1245-jeremmille,Haploperla,2
20210112-1245-jeremmille,Dicranopselaphus,5
20210112-1245-jeremmille,Rhithrogena,4
20210112-1245-jeremmille,Cheumatopsyche,10
20210112-1245-jeremmille,Prostoia,2
20210112-1245-jeremmille,Tipula,3
20210112-1245-jeremmille,Isoperla,16
20210112-1245-jeremmille,Chimarra,1
20210112-1245-jeremmille,Clitellata,1
20210112-1245-jeremmille,Hydropsyche,3
20210112-1245-jeremmille,Anchytarsus,8
20210112-1245-jeremmille,Allocapnia,1
20210112-1245-jeremmille,Taenionema,1
20210112-1245-jeremmille,Dolophilodes,1
20210112-1245-jeremmille,Epeorus,1
20210112-1245-jeremmille,Hexatoma,1
20210112-1245-jeremmille,Eccoptura,5
20210112-1245-jeremmille,Chironomidae,3
20210112-1245-jeremmille,Ephemerella,112
20210112-1315-jeremmille,Prosimulium,22
20210112-1315-jeremmille,Stenelmis,2
20210112-1315-jeremmille,Taenionema,1
20210112-1315-jeremmille,Prostoia,14
20210112-1315-jeremmille,Optioservus,2
20210112-1315-jeremmille,Isoperla,8
20210112-1315-jeremmille,Dolophilodes,1
20210112-1315-jeremmille,Ephemerella,23
20210112-1315-jeremmille,Teloganopsis,5
20210112-1315-jeremmille,Chimarra,20
20210112-1315-jeremmille,Eccoptura,3
20210112-1315-jeremmille,Allocapnia,1
20210112-1315-jeremmille,Tipula,3
20210112-1315-jeremmille,Haploperla,13
20210112-1315-jeremmille,Boyeria,1
20210112-1315-jeremmille,Chironomidae,38
20210112-1315-jeremmille,Baetis,1
20210112-1315-jeremmille,Hydropsyche,12
20210112-1315-jeremmille,Cheumatopsyche,16
20210112-1315-jeremmille,Neophylax,6
20210112-1315-jeremmille,Dicranota,3
20210112-1315-jeremmille,Antocha,2
20210112-1315-jeremmille,Limnophila,1
20210112-1315-jeremmille,Maccaffertium,2
20210112-1345-jeremmille,Anchytarsus,1
20210112-1345-jeremmille,Tipula,1
20210112-1345-jeremmille,Acroneuria,4
20210112-1345-jeremmille,Isoperla,1
20210112-1345-jeremmille,Antocha,1
20210112-1345-jeremmille,Dicranota,8
20210112-1345-jeremmille,Paragnetina,1
20210112-1345-jeremmille,Prostoia,3
20210112-1345-jeremmille,Hydropsyche,36
20210112-1345-jeremmille,Ephemerella,26
20210112-1345-jeremmille,Cheumatopsyche,48
20210112-1345-jeremmille,Prosimulium,5
20210112-1345-jeremmille,Optioservus,3
20210112-1345-jeremmille,Cernotina,3
20210112-1345-jeremmille,Clitellata,3
20210112-1345-jeremmille,Chimarra,12
20210112-1345-jeremmille,Dolophilodes,6
20210112-1345-jeremmille,Taenionema,2
20210112-1345-jeremmille,Chironomidae,43
20210112-1345-jeremmille,Psephenus,3
20210112-1345-jeremmille,Allocapnia,1
20210112-1345-jeremmille,Hexatoma,1
20210112-1415-jeremmille,Stenelmis,2
20210112-1415-jeremmille,Tipula,2
20210112-1415-jeremmille,Cheumatopsyche,17
20210112-1415-jeremmille,Hydropsyche,23
20210112-1415-jeremmille,Optioservus,3
20210112-1415-jeremmille,Corydalus,1
20210112-1415-jeremmille,Psephenus,16
20210112-1415-jeremmille,Gammarus,1
20210112-1415-jeremmille,Crangonyx,1
20210112-1415-jeremmille,Allocapnia,2
20210112-1415-jeremmille,Teloganopsis,7
20210112-1415-jeremmille,Taeniopteryx,7
20210112-1415-jeremmille,Acroneuria,2
20210112-1415-jeremmille,Lepidostoma,1
20210112-1415-jeremmille,Argia,1
20210112-1415-jeremmille,Clitellata,6
20210112-1415-jeremmille,Neophylax,1
20210112-1415-jeremmille,Chironomidae,24
20210112-1415-jeremmille,Isonychia,21
20210112-1415-jeremmille,Collembola,1
20210112-1415-jeremmille,Ephemerella,16
20210112-1415-jeremmille,Chimarra,19
20210112-1415-jeremmille,Eccoptura,1
20210112-1415-jeremmille,Maccaffertium,7
20210112-1415-jeremmille,Oulimnius,4
20210112-1415-jeremmille,Macronychus,1
20210113-0900-jeremmille,Chironomidae,83
20210113-0900-jeremmille,Oulimnius,1
20210113-0900-jeremmille,Ephemerella,11
20210113-0900-jeremmille,Optioservus,4
20210113-0900-jeremmille,Chimarra,1
20210113-0900-jeremmille,Stenelmis,13
20210113-0900-jeremmille,Prosimulium,32
20210113-0900-jeremmille,Cheumatopsyche,23
20210113-0900-jeremmille,Simulium,4
20210113-0900-jeremmille,Hydropsyche,5
20210113-0900-jeremmille,Teloganopsis,10
20210113-0900-jeremmille,Taeniopteryx,1
20210113-0900-jeremmille,Isonychia,4
20210113-0900-jeremmille,Maccaffertium,14
20210113-1015-jeremmille,Rhyacophila,5
20210113-1015-jeremmille,Cheumatopsyche,13
20210113-1015-jeremmille,Acroneuria,2
20210113-1015-jeremmille,Hydropsyche,18
20210113-1015-jeremmille,Prosimulium,25
20210113-1015-jeremmille,Clitellata,4
20210113-1015-jeremmille,Tipula,1
20210113-1015-jeremmille,Glossosoma,1
20210113-1015-jeremmille,Strophopteryx,1
20210113-1015-jeremmille,Chironomidae,23
20210113-1015-jeremmille,Teloganopsis,3
20210113-1015-jeremmille,Pycnopsyche,1
20210113-1015-jeremmille,Optioservus,4
20210113-1015-jeremmille,Chimarra,14
20210113-1015-jeremmille,Dicranota,4
20210113-1015-jeremmille,Prostoia,2
20210113-1015-jeremmille,Diphetor,1
20210113-1015-jeremmille,Maccaffertium,13
20210113-1015-jeremmille,Baetis,8
20210113-1015-jeremmille,Neophylax,3
20210113-1015-jeremmille,Ephemerella,49
20210113-1015-jeremmille,Antocha,4
20210113-1030-amywilli,Occidentalia,10
20210113-1030-amywilli,Acentria,5
20210113-1030-jeremmille,Promoresia,1
20210113-1030-jeremmille,Chimarra,4
20210113-1030-jeremmille,Corydalus,2
20210113-1030-jeremmille,Ephemerella,2
20210113-1030-jeremmille,Tipula,1
20210113-1030-jeremmille,Acroneuria,1
20210113-1030-jeremmille,Teloganopsis,1
20210113-1030-jeremmille,Platyhelminthes,6
20210113-1030-jeremmille,Clitellata,1
20210113-1030-jeremmille,Antocha,2
20210113-1030-jeremmille,Dolophilodes,1
20210113-1030-jeremmille,Stenelmis,8
20210113-1030-jeremmille,Cheumatopsyche,15
20210113-1030-jeremmille,Oulimnius,2
20210113-1030-jeremmille,Leucotrichia,3
20210113-1030-jeremmille,Chironomidae,97
20210113-1030-jeremmille,Macronychus,1
20210113-1030-jeremmille,Simulium,3
20210113-1030-jeremmille,Hydropsyche,41
20210113-1030-jeremmille,Maccaffertium,1
20210113-1115-jeremmille,Prosimulium,12
20210113-1115-jeremmille,Platyhelminthes,2
20210113-1115-jeremmille,Teloganopsis,2
20210113-1115-jeremmille,Maccaffertium,1
20210113-1115-jeremmille,Allocapnia,1
20210113-1115-jeremmille,Strophopteryx,4
20210113-1115-jeremmille,Oulimnius,3
20210113-1115-jeremmille,Nigronia,1
20210113-1115-jeremmille,Chimarra,19
20210113-1115-jeremmille,Optioservus,7
20210113-1115-jeremmille,Chironomidae,61
20210113-1115-jeremmille,Promoresia,1
20210113-1115-jeremmille,Taeniopteryx,3
20210113-1115-jeremmille,Hydropsyche,23
20210113-1115-jeremmille,Stenelmis,10
20210113-1115-jeremmille,Ephemerella,4
20210113-1115-jeremmille,Cheumatopsyche,20
20210113-1115-jeremmille,Dolophilodes,1
20210113-1115-jeremmille,Psephenus,16
20210113-1115-jeremmille,Prostoia,13
20210113-1130-tdaley,Taeniopteryx,6
20210113-1130-tdaley,Dolophilodes,1
20210113-1130-tdaley,Glossosoma,2
20210113-1130-tdaley,Eurylophella,12
20210113-1130-tdaley,Tipula,2
20210113-1130-tdaley,Chironomidae,46
20210113-1130-tdaley,Stenelmis,1
20210113-1130-tdaley,Acroneuria,1
20210113-1130-tdaley,Promoresia,5
20210113-1130-tdaley,Optioservus,15
20210113-1130-tdaley,Hydropsyche,16
20210113-1130-tdaley,Platyhelminthes,1
20210113-1130-tdaley,Chimarra,15
20210113-1130-tdaley,Epeorus,1
20210113-1130-tdaley,Cheumatopsyche,45
20210113-1130-tdaley,Nigronia,1
20210113-1130-tdaley,Antocha,3
20210113-1130-tdaley,Diplectrona,1
20210113-1130-tdaley,Macronychus,2
20210113-1130-tdaley,Helichus,1
20210113-1130-tdaley,Oulimnius,1
20210113-1130-tdaley,Clitellata,10
20210113-1130-tdaley,Maccaffertium,2
20210113-1130-tdaley,Ephemerella,19
20210113-1200-jeremmille,Ectopria,1
20210113-1200-jeremmille,Tipula,2
20210113-1200-jeremmille,Oulimnius,14
20210113-1200-jeremmille,Clitellata,8
20210113-1200-jeremmille,Diplectrona,10
20210113-1200-jeremmille,Chironomidae,76
20210113-1200-jeremmille,Cheumatopsyche,2
20210113-1200-jeremmille,Alloperla,1
20210113-1200-jeremmille,Dolophilodes,1
20210113-1200-jeremmille,Acroneuria,3
20210113-1200-jeremmille,Arigomphus,2
20210113-1200-jeremmille,Stenelmis,1
20210113-1200-jeremmille,Ephemerella,8
20210113-1200-jeremmille,Chimarra,1
20210113-1200-jeremmille,Sialis,1
20210113-1200-jeremmille,Anchytarsus,1
20210113-1200-jeremmille,Prosimulium,54
20210113-1200-jeremmille,Hydropsyche,3
20210113-1200-jeremmille,Dicranota,1
20210113-1225-tdaley,Chironomidae,61
20210113-1225-tdaley,Chimarra,4
20210113-1225-tdaley,Cheumatopsyche,14
20210113-1225-tdaley,Ephemerella,3
20210113-1225-tdaley,Stenelmis,1
20210113-1225-tdaley,Nematoda,2
20210113-1225-tdaley,Eurylophella,4
20210113-1225-tdaley,Macronychus,1
20210113-1225-tdaley,Stegopterna,1
20210113-1225-tdaley,Maccaffertium,32
20210113-1225-tdaley,Optioservus,1
20210113-1225-tdaley,Clitellata,1
20210113-1225-tdaley,Leucrocuta,1
20210113-1225-tdaley,Taeniopteryx,1
20210113-1225-tdaley,Diphetor,2
20210113-1225-tdaley,Allocapnia,1
20210113-1225-tdaley,Stenacron,4
20210113-1225-tdaley,Prosimulium,74
20210113-1245-jeremmille,Neophylax,5
20210113-1245-jeremmille,Eccoptura,3
20210113-1245-jeremmille,Optioservus,5
20210113-1245-jeremmille,Dicranota,12
20210113-1245-jeremmille,Tipula,4
20210113-1245-jeremmille,Dolophilodes,8
20210113-1245-jeremmille,Clitellata,1
20210113-1245-jeremmille,Rhyacophila,2
20210113-1245-jeremmille,Teloganopsis,1
20210113-1245-jeremmille,Maccaffertium,12
20210113-1245-jeremmille,Prostoia,3
20210113-1245-jeremmille,Antocha,2
20210113-1245-jeremmille,Hexatoma,2
20210113-1245-jeremmille,Baetis,2
20210113-1245-jeremmille,Oulimnius,5
20210113-1245-jeremmille,Leuctra,1
20210113-1245-jeremmille,Simulium,1
20210113-1245-jeremmille,Chironomidae,20
20210113-1245-jeremmille,Haploperla,6
20210113-1245-jeremmille,Diploperla,1
20210113-1245-jeremmille,Cheumatopsyche,6
20210113-1245-jeremmille,Ephemerella,53
20210113-1245-jeremmille,Allocapnia,1
20210113-1245-jeremmille,Prosimulium,2
20210113-1245-jeremmille,Amphinemura,1
20210113-1245-jeremmille,Hydropsyche,27
20210113-1245-jeremmille,Pycnopsyche,1
20210113-1345-tdaley,Clitellata,2
20210113-1345-tdaley,Platyhelminthes,1
20210113-1345-tdaley,Leuctra,28
20210113-1345-tdaley,Ephemerella,22
20210113-1345-tdaley,Pteronarcys,2
20210113-1345-tdaley,Baetis,6
20210113-1345-tdaley,Epeorus,11
20210113-1345-tdaley,Hydropsyche,1
20210113-1345-tdaley,Paraleptophlebia,19
20210113-1345-tdaley,Polycentropus,2
20210113-1345-tdaley,Haploperla,2
20210113-1345-tdaley,Paracapnia,3
20210113-1345-tdaley,Dolophilodes,7
20210113-1345-tdaley,Prosimulium,21
20210113-1345-tdaley,Chironomidae,37
20210113-1345-tdaley,Cinygmula,4
20210113-1345-tdaley,Isoperla,1
20210113-1345-tdaley,Ectopria,1
20210113-1345-tdaley,Diplectrona,25
20210113-1345-tdaley,Oulimnius,3
20210113-1345-tdaley,Ameletus,1
20210113-1345-tdaley,Oemopteryx,2
20210113-1345-tdaley,Lype,1
20210113-1345-tdaley,Rhyacophila,2
20210113-1345-tdaley,Amphinemura,1
20210113-1345-tdaley,Wormaldia,1
20210113-1345-tdaley,Antocha,1
20210113-1345-tdaley,Maccaffertium,4
20210113-1345-tdaley,Acroneuria,1
20210119-1300-recope,Diplectrona,6
20210119-1300-recope,Maccaffertium,6
20210119-1300-recope,Promoresia,6
20210119-1300-recope,Polycentropus,1
20210119-1300-recope,Isoperla,2
20210119-1300-recope,Chironomidae,26
20210119-1300-recope,Prosimulium,115
20210119-1300-recope,Ceratopogonidae,1
20210119-1300-recope,Prostoia,3
20210119-1300-recope,Stegopterna,2
20210119-1300-recope,Hydropsyche,5
20210119-1300-recope,Tallaperla,2
20210119-1300-recope,Pteronarcys,2
20210119-1300-recope,Oulimnius,1
20210119-1300-recope,Optioservus,4
20210119-1300-recope,Taeniopteryx,1
20210119-1300-recope,Baetis,3
20210119-1300-recope,Cheumatopsyche,1
20210119-1300-recope,Neophylax,1
20210119-1300-recope,Ephemerella,13
20210119-1300-recope,Clitellata,1
20210119-1300-recope,Dolophilodes,3
20210120-1200-recope,Chimarra,22
20210120-1200-recope,Hydropsyche,49
20210120-1200-recope,Cheumatopsyche,28
20210120-1200-recope,Antocha,5
20210120-1200-recope,Clitellata,2
20210120-1200-recope,Chironomidae,100
20210120-1200-recope,Simulium,2
20210120-1200-recope,Stenelmis,3
20210120-1200-recope,Platyhelminthes,3
20210120-1210-tdaley,Simulium,1
20210120-1210-tdaley,Optioservus,6
20210120-1210-tdaley,Hydropsyche,5
20210120-1210-tdaley,Eurylophella,1
20210120-1210-tdaley,Chironomidae,68
20210120-1210-tdaley,Crangonyx,3
20210120-1210-tdaley,Cheumatopsyche,11
20210120-1210-tdaley,Maccaffertium,11
20210120-1210-tdaley,Ephemerella,10
20210120-1210-tdaley,Baetis,17
20210120-1210-tdaley,Prostoia,2
20210120-1210-tdaley,Prosimulium,26
20210120-1210-tdaley,Psephenus,3
20210120-1210-tdaley,Clitellata,4
20210120-1210-tdaley,Platyhelminthes,1
20210120-1210-tdaley,Rhyacophila,2
20210120-1210-tdaley,Epeorus,2
20210120-1210-tdaley,Isonychia,2
20210120-1210-tdaley,Chimarra,16
20210120-1315-tdaley,Epeorus,3
20210120-1315-tdaley,Agnetina,1
20210120-1315-tdaley,Eurylophella,1
20210120-1315-tdaley,Ephemerella,5
20210120-1315-tdaley,Dolophilodes,1
20210120-1315-tdaley,Optioservus,3
20210120-1315-tdaley,Promoresia,3
20210120-1315-tdaley,Psephenus,1
20210120-1315-tdaley,Platyhelminthes,2
20210120-1315-tdaley,Antocha,1
20210120-1315-tdaley,Clitellata,10
20210120-1315-tdaley,Prostoia,1
20210120-1315-tdaley,Baetis,3
20210120-1315-tdaley,Chironomidae,84
20210120-1315-tdaley,Prosimulium,38
20210120-1315-tdaley,Dicranota,1
20210120-1315-tdaley,Oulimnius,1
20210120-1315-tdaley,Planorbidae,1
20210120-1315-tdaley,Neoplasta,1
20210120-1315-tdaley,Taeniopteryx,1
20210120-1315-tdaley,Leucrocuta,1
20210120-1315-tdaley,Chimarra,10
20210120-1315-tdaley,Hydropsyche,8
20210120-1315-tdaley,Maccaffertium,1
20210120-1315-tdaley,Cheumatopsyche,15
20210120-1400-recope,Baetis,2
20210120-1400-recope,Crangonyx,1
20210120-1400-recope,Antocha,4
20210120-1400-recope,Hydropsyche,31
20210120-1400-recope,Psephenus,7
20210120-1400-recope,Stenelmis,9
20210120-1400-recope,Chimarra,13
20210120-1400-recope,Clitellata,1
20210120-1400-recope,Cheumatopsyche,13
20210120-1400-recope,Platyhelminthes,1
20210120-1400-recope,Chironomidae,102
20210120-1400-recope,Simulium,7
20210120-1400-recope,Caecidotea,2
20210120-1405-tdaley,Stenelmis,2
20210120-1405-tdaley,Macronychus,1
20210120-1405-tdaley,Optioservus,6
20210120-1405-tdaley,Isoperla,2
20210120-1405-tdaley,Baetis,3
20210120-1405-tdaley,Agnetina,5
20210120-1405-tdaley,Acroneuria,1
20210120-1405-tdaley,Rhyacophila,2
20210120-1405-tdaley,Oulimnius,2
20210120-1405-tdaley,Leucrocuta,3
20210120-1405-tdaley,Polycentropus,1
20210120-1405-tdaley,Eurylophella,5
20210120-1405-tdaley,Haploperla,1
20210120-1405-tdaley,Antocha,4
20210120-1405-tdaley,Dicranota,4
20210120-1405-tdaley,Ephemerella,25
20210120-1405-tdaley,Hydropsyche,7
20210120-1405-tdaley,Psephenus,8
20210120-1405-tdaley,Acariformes,1
20210120-1405-tdaley,Prostoia,3
20210120-1405-tdaley,Teloganopsis,2
20210120-1405-tdaley,Chironomidae,44
20210120-1405-tdaley,Prosimulium,12
20210120-1405-tdaley,Clitellata,4
20210120-1405-tdaley,Chimarra,12
20210120-1405-tdaley,Paracapnia,1
20210120-1405-tdaley,Tipula,1
20210120-1405-tdaley,Platyhelminthes,3
20210120-1405-tdaley,Epeorus,7
20210120-1405-tdaley,Promoresia,1
20210120-1405-tdaley,Maccaffertium,10
20210120-1405-tdaley,Dolophilodes,2
20210120-1405-tdaley,Cheumatopsyche,14
20210121-1055-tdaley,Polycentropus,2
20210121-1055-tdaley,Dolophilodes,5
20210121-1055-tdaley,Isoperla,5
20210121-1055-tdaley,Rhyacophila,1
20210121-1055-tdaley,Diplectrona,2
20210121-1055-tdaley,Cheumatopsyche,2
20210121-1055-tdaley,Maccaffertium,20
20210121-1055-tdaley,Leucrocuta,6
20210121-1055-tdaley,Ephemerella,17
20210121-1055-tdaley,Teloganopsis,16
20210121-1055-tdaley,Hydropsyche,1
20210121-1055-tdaley,Prostoia,1
20210121-1055-tdaley,Psephenus,4
20210121-1055-tdaley,Chironomidae,32
20210121-1055-tdaley,Prosimulium,12
20210121-1055-tdaley,Clitellata,3
20210121-1055-tdaley,Neoplasta,1
20210121-1055-tdaley,Sialis,1
20210121-1055-tdaley,Chimarra,4
20210121-1055-tdaley,Paracapnia,6
20210121-1055-tdaley,Epeorus,16
20210121-1055-tdaley,Rhithrogena,2
20210121-1055-tdaley,Paraleptophlebia,29
20210121-1055-tdaley,Eurylophella,6
20210121-1055-tdaley,Diphetor,1
20210121-1055-tdaley,Haploperla,1
20210121-1055-tdaley,Baetis,1
20210121-1055-tdaley,Optioservus,5
20210121-1055-tdaley,Probezzia,1
20210121-1055-tdaley,Dicranota,2
20210121-1055-tdaley,Isonychia,2
20210121-1055-tdaley,Agnetina,1
20210121-1055-tdaley,Oulimnius,4
20210121-1400-recope,Stenelmis,21
20210121-1400-recope,Caecidotea,6
20210121-1400-recope,Lumbriculata,2
20210121-1400-recope,Tipula,1
20210121-1400-recope,Chironomidae,101
20210121-1400-recope,Cheumatopsyche,12
20210121-1400-recope,Clitellata,17
20210121-1400-recope,Physidae,1
20210121-1400-recope,Macronychus,1
20210121-1400-recope,Simulium,1
20210121-1400-recope,Antocha,6
20210121-1400-recope,Chimarra,10
20210121-1400-recope,Hydropsyche,3
20210125-1130-jeremmille,Acroneuria,5
20210125-1130-jeremmille,Paracapnia,5
20210125-1130-jeremmille,Promoresia,4
20210125-1130-jeremmille,Oulimnius,8
20210125-1130-jeremmille,Nigronia,2
20210125-1130-jeremmille,Chironomidae,17
20210125-1130-jeremmille,Prosimulium,20
20210125-1130-jeremmille,Tallaperla,5
20210125-1130-jeremmille,Paraleptophlebia,33
20210125-1130-jeremmille,Hexatoma,1
20210125-1130-jeremmille,Dolophilodes,2
20210125-1130-jeremmille,Cheumatopsyche,1
20210125-1130-jeremmille,Maccaffertium,1
20210125-1130-jeremmille,Epeorus,10
20210125-1130-jeremmille,Isoperla,5
20210125-1130-jeremmille,Ectopria,1
20210125-1130-jeremmille,Pteronarcys,1
20210125-1130-jeremmille,Ephemerella,16
20210125-1130-jeremmille,Hydropsyche,1
20210125-1130-jeremmille,Rhyacophila,6
20210125-1130-jeremmille,Leuctra,13
20210125-1130-jeremmille,Diplectrona,24
20210125-1130-jeremmille,Amphinemura,1
20210125-1130-jeremmille,Micrasema,1
20210125-1130-jeremmille,Baetis,21
20210125-1130-jeremmille,Taenionema,1
20210125-1215-jeremmille,Acroneuria,17
20210125-1215-jeremmille,Cinygmula,3
20210125-1215-jeremmille,Amphinemura,3
20210125-1215-jeremmille,Pteronarcys,4
20210125-1215-jeremmille,Leuctra,2
20210125-1215-jeremmille,Agapetus,3
20210125-1215-jeremmille,Dolophilodes,2
20210125-1215-jeremmille,Paracapnia,8
20210125-1215-jeremmille,Diplectrona,26
20210125-1215-jeremmille,Dicranota,2
20210125-1215-jeremmille,Baetis,17
20210125-1215-jeremmille,Chironomidae,11
20210125-1215-jeremmille,Tipula,1
20210125-1215-jeremmille,Hexatoma,4
20210125-1215-jeremmille,Diphetor,2
20210125-1215-jeremmille,Rhyacophila,4
20210125-1215-jeremmille,Paraleptophlebia,13
20210125-1215-jeremmille,Tallaperla,5
20210125-1215-jeremmille,Promoresia,7
20210125-1215-jeremmille,Epeorus,28
20210125-1215-jeremmille,Oulimnius,17
20210125-1215-jeremmille,Ephemerella,13
20210125-1215-jeremmille,Maccaffertium,3
20210125-1215-jeremmille,Cheumatopsyche,3
20210125-1215-jeremmille,Prosimulium,19
20210125-1215-jeremmille,Isoperla,4
20210125-1345-jeremmille,Tipula,7
20210125-1345-jeremmille,Collembola,1
20210125-1345-jeremmille,Leuctra,2
20210125-1345-jeremmille,Diphetor,4
20210125-1345-jeremmille,Epeorus,20
20210125-1345-jeremmille,Prostoia,3
20210125-1345-jeremmille,Rhyacophila,3
20210125-1345-jeremmille,Lype,1
20210125-1345-jeremmille,Hexatoma,3
20210125-1345-jeremmille,Acroneuria,8
20210125-1345-jeremmille,Ephemerella,18
20210125-1345-jeremmille,Dicranota,10
20210125-1345-jeremmille,Sweltsa,1
20210125-1345-jeremmille,Taeniopteryx,3
20210125-1345-jeremmille,Ectopria,1
20210125-1345-jeremmille,Prosimulium,8
20210125-1345-jeremmille,Maccaffertium,3
20210125-1345-jeremmille,Paraleptophlebia,32
20210125-1345-jeremmille,Promoresia,1
20210125-1345-jeremmille,Isoperla,11
20210125-1345-jeremmille,Dolophilodes,1
20210125-1345-jeremmille,Chimarra,1
20210125-1345-jeremmille,Hydropsyche,2
20210125-1345-jeremmille,Agapetus,1
20210125-1345-jeremmille,Neophylax,1
20210125-1345-jeremmille,Tallaperla,2
20210125-1345-jeremmille,Paracapnia,2
20210125-1345-jeremmille,Oulimnius,2
20210125-1345-jeremmille,Cheumatopsyche,4
20210125-1345-jeremmille,Baetis,1
20210125-1345-jeremmille,Chironomidae,23
20210125-1345-jeremmille,Allocapnia,7
20210125-1345-jeremmille,Optioservus,1
20210125-1345-jeremmille,Haploperla,2
20210125-1345-jeremmille,Diplectrona,12
20210224-1045-tdaley,Neophylax,1
20210224-1045-tdaley,Haploperla,8
20210224-1045-tdaley,Prostoia,16
20210224-1045-tdaley,Hydropsyche,2
20210224-1045-tdaley,Baetis,4
20210224-1045-tdaley,Prosimulium,98
20210224-1045-tdaley,Probezzia,1
20210224-1045-tdaley,Acroneuria,1
20210224-1045-tdaley,Paracapnia,1
